1;19538
2;11010
3;10643
4;7689
5;7239
6;6963
7;6950
8;6517
9;5662
10;4036
11;3683
12;3117
13;3061
14;3057
15;2887
16;2882
17;2853
18;2367
19;2205
20;2170
21;2157
22;2125
23;2068
24;1905
25;1903
26;1778
27;1694
28;1628
29;1623
30;1486
31;1483
32;1472
33;1449
34;1408
35;1357
36;1349
37;1339
38;1317
39;1276
40;1234
41;1208
42;1186
43;1129
44;1119
45;1020
46;1011
47;996
48;982
49;974
50;967
51;907
52;865
53;863
54;835
55;812
56;797
57;795
58;760
59;760
60;752
61;746
62;722
63;721
64;715
65;715
66;692
67;687
68;685
69;673
70;668
71;660
72;658
73;653
74;646
75;643
76;643
77;624
78;619
79;615
80;613
81;613
82;612
83;611
84;605
85;603
86;570
87;566
88;563
89;561
90;556
91;555
92;551
93;547
94;547
95;519
96;510
97;507
98;504
99;494
100;486
101;453
102;453
103;441
104;437
105;422
106;413
107;407
108;404
109;404
110;403
111;401
112;391
113;387
114;384
115;383
116;382
117;381
118;375
119;374
120;358
121;351
122;348
123;347
124;344
125;343
126;339
127;337
128;335
129;334
130;330
131;330
132;326
133;324
134;321
135;318
136;317
137;315
138;314
139;313
140;312
141;310
142;307
143;307
144;303
145;303
146;299
147;298
148;296
149;295
150;295
151;292
152;291
153;286
154;285
155;282
156;280
157;279
158;277
159;277
160;274
161;274
162;273
163;272
164;268
165;266
166;265
167;263
168;259
169;258
170;258
171;254
172;254
173;254
174;252
175;250
176;248
177;247
178;246
179;245
180;243
181;242
182;240
183;240
184;239
185;238
186;237
187;234
188;232
189;229
190;226
191;224
192;224
193;222
194;222
195;221
196;221
197;221
198;219
199;218
200;217
201;215
202;212
203;210
204;209
205;207
206;207
207;207
208;204
209;202
210;201
211;200
212;200
213;199
214;198
215;195
216;195
217;195
218;194
219;194
220;194
221;193
222;192
223;189
224;187
225;187
226;186
227;183
228;183
229;182
230;180
231;178
232;178
233;178
234;177
235;177
236;176
237;173
238;173
239;173
240;171
241;170
242;169
243;169
244;168
245;167
246;167
247;166
248;166
249;165
250;165
251;164
252;163
253;162
254;161
255;161
256;161
257;161
258;160
259;160
260;159
261;159
262;159
263;158
264;158
265;157
266;157
267;156
268;156
269;155
270;154
271;154
272;154
273;154
274;154
275;153
276;152
277;151
278;151
279;151
280;151
281;151
282;150
283;150
284;150
285;150
286;150
287;149
288;149
289;149
290;149
291;148
292;148
293;148
294;148
295;146
296;145
297;145
298;145
299;144
300;143
301;143
302;143
303;143
304;142
305;142
306;142
307;141
308;141
309;141
310;140
311;140
312;140
313;139
314;139
315;138
316;137
317;137
318;137
319;137
320;137
321;136
322;136
323;136
324;135
325;135
326;135
327;135
328;135
329;134
330;133
331;133
332;133
333;132
334;132
335;131
336;130
337;129
338;129
339;128
340;127
341;127
342;126
343;125
344;125
345;125
346;124
347;124
348;124
349;123
350;123
351;123
352;123
353;123
354;122
355;121
356;121
357;120
358;120
359;120
360;120
361;119
362;119
363;119
364;119
365;119
366;119
367;118
368;118
369;117
370;117
371;116
372;116
373;116
374;115
375;115
376;115
377;115
378;114
379;114
380;114
381;114
382;113
383;113
384;113
385;112
386;111
387;111
388;111
389;111
390;111
391;111
392;110
393;110
394;110
395;109
396;109
397;109
398;109
399;109
400;109
401;108
402;108
403;108
404;107
405;107
406;107
407;106
408;106
409;106
410;106
411;106
412;105
413;105
414;105
415;105
416;105
417;104
418;104
419;104
420;104
421;104
422;104
423;103
424;103
425;103
426;102
427;102
428;102
429;102
430;102
431;102
432;102
433;102
434;102
435;102
436;101
437;101
438;101
439;100
440;100
441;100
442;100
443;99
444;98
445;98
446;98
447;97
448;97
449;97
450;97
451;97
452;97
453;96
454;96
455;96
456;95
457;95
458;95
459;94
460;94
461;94
462;94
463;94
464;93
465;93
466;93
467;92
468;92
469;92
470;91
471;91
472;91
473;90
474;89
475;89
476;89
477;88
478;87
479;87
480;87
481;87
482;87
483;87
484;87
485;86
486;86
487;86
488;86
489;85
490;85
491;85
492;85
493;85
494;84
495;84
496;84
497;84
498;84
499;83
500;83
501;83
502;83
503;83
504;83
505;83
506;83
507;83
508;83
509;83
510;83
511;82
512;82
513;82
514;82
515;81
516;81
517;81
518;81
519;80
520;80
521;80
522;80
523;79
524;79
525;79
526;78
527;78
528;78
529;78
530;77
531;77
532;77
533;77
534;77
535;76
536;76
537;76
538;75
539;75
540;75
541;75
542;75
543;75
544;75
545;75
546;74
547;74
548;74
549;74
550;74
551;74
552;74
553;74
554;74
555;73
556;73
557;73
558;73
559;73
560;73
561;72
562;72
563;72
564;72
565;72
566;72
567;72
568;72
569;71
570;71
571;71
572;71
573;71
574;70
575;70
576;70
577;70
578;70
579;69
580;69
581;69
582;69
583;69
584;69
585;69
586;68
587;68
588;68
589;68
590;68
591;68
592;68
593;68
594;68
595;68
596;68
597;67
598;67
599;67
600;67
601;67
602;67
603;67
604;67
605;67
606;67
607;66
608;66
609;66
610;66
611;66
612;66
613;66
614;66
615;66
616;66
617;66
618;66
619;66
620;66
621;65
622;65
623;65
624;65
625;65
626;65
627;65
628;64
629;64
630;64
631;64
632;64
633;64
634;64
635;64
636;64
637;64
638;63
639;63
640;63
641;63
642;63
643;63
644;62
645;62
646;62
647;62
648;62
649;62
650;62
651;61
652;61
653;61
654;61
655;61
656;61
657;61
658;61
659;61
660;61
661;61
662;60
663;60
664;60
665;60
666;60
667;60
668;60
669;60
670;60
671;60
672;60
673;59
674;59
675;59
676;59
677;59
678;58
679;58
680;58
681;58
682;58
683;58
684;58
685;58
686;58
687;58
688;57
689;57
690;57
691;57
692;57
693;57
694;57
695;57
696;56
697;56
698;56
699;56
700;56
701;56
702;56
703;56
704;56
705;56
706;56
707;55
708;55
709;55
710;55
711;55
712;55
713;55
714;55
715;55
716;55
717;55
718;54
719;54
720;54
721;54
722;54
723;54
724;54
725;54
726;54
727;54
728;54
729;54
730;54
731;53
732;53
733;53
734;53
735;53
736;53
737;53
738;53
739;53
740;53
741;53
742;53
743;53
744;53
745;52
746;52
747;52
748;52
749;52
750;52
751;52
752;52
753;52
754;52
755;52
756;52
757;52
758;51
759;51
760;51
761;51
762;51
763;51
764;51
765;51
766;51
767;50
768;50
769;50
770;50
771;50
772;50
773;50
774;50
775;50
776;50
777;49
778;49
779;49
780;49
781;49
782;49
783;49
784;49
785;49
786;49
787;49
788;49
